X_Value,PT1-P0,PT2-P0,PT-P1,PT-P2,PT-W1,PT-W2,PT-PC,PT-F,TCp-P0,TCp-P1,TCp-P2,TCp-W1,TCp-W2,TCp-PC,LC4-W3,LC1-W3,LC2-W3,LC3-W3,Comment
0.000000,299.483674,285.443259,121.381532,0.252661,0.000000,0.000000,88.680262,87.956268,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.286885,28.786653,12.630986,17.615363
0.000620,302.444726,286.101007,120.532478,0.546995,0.000000,0.000000,88.509363,87.785709,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.302106,28.762553,12.655937,17.622556
0.001240,301.951218,282.318956,120.663102,0.252661,0.000000,0.000000,88.561947,87.825069,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.298801,28.779318,12.636698,17.610338
0.001860,302.280224,283.470015,120.924350,0.318069,0.000000,0.000000,88.575093,87.851309,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.285183,28.767220,12.626176,17.608958
0.002480,301.622212,287.252066,120.467167,0.154549,0.000000,0.000000,88.496216,87.798829,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.301505,28.786177,12.640305,17.612900
0.003100,300.470691,284.127763,120.597790,0.481588,0.000000,0.000000,88.535655,87.864429,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.293194,28.785986,12.633591,17.617334
0.003720,301.786715,281.496771,120.989661,0.252661,0.000000,0.000000,88.627678,87.916908,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.296799,28.792845,12.631788,17.601470
0.004340,302.773732,286.265444,120.205919,0.318069,0.000000,0.000000,88.443632,87.864429,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.292994,28.769411,12.632990,17.585803
0.004960,302.115721,285.278822,121.120285,0.350772,0.000000,0.000000,88.496216,87.877549,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.301305,28.785986,12.627880,17.625906
0.005580,302.773732,282.647830,120.793726,0.285365,0.000000,0.024507,88.575093,87.930028,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.310117,28.784748,12.624673,17.628074
0.012400,301.128703,283.305578,120.989661,0.187253,0.000000,0.000000,88.456778,87.720110,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.301805,28.755408,12.633992,17.637632
0.013020,301.128703,284.785511,120.271231,0.252661,0.000000,0.000000,88.561947,87.746350,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.281178,28.769316,12.620565,17.595656
0.013640,300.799697,285.443259,120.924350,0.187253,0.000000,0.000000,88.509363,87.706990,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.288988,28.768078,12.641007,17.621275
0.014260,302.609229,282.318956,120.467167,0.285365,0.000000,0.000000,88.417340,87.667631,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.301104,28.760933,12.640305,17.601667
0.014880,304.583264,281.825645,120.532478,0.252661,0.000000,0.000000,88.588239,87.772590,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.293594,28.779795,12.632589,17.623837
0.015500,302.115721,284.621074,120.989661,0.056438,0.000000,0.000000,88.601386,87.798829,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.306111,28.789416,12.643011,17.611422
0.016120,301.293206,285.114385,120.467167,0.350772,0.000000,0.000000,88.469924,87.693870,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.274368,28.779318,12.620364,17.614181
0.016740,300.799697,283.634452,120.924350,0.121845,0.000000,0.000000,88.588239,87.811949,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.291091,28.777127,12.640806,17.626596
0.017360,302.773732,283.798889,120.989661,0.448884,0.000000,0.088464,88.575093,87.759470,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.300403,28.787892,12.625174,17.619502
0.017980,302.773732,285.114385,120.597790,0.481588,0.000000,0.000000,88.483070,87.798829,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,-103036.576859,30.279876,28.776270,12.647520,17.619502
