X_Value,PT1-P0,PT2-P0,PT-P1,PT-P2,PT-W1,PT-W2,PT-PC,PT-F,TCp-P0,TCp-P1,TCp-P2,TCp-W1,TCp-W2,TCp-PC,LC4-W3,LC1-W3,LC2-W3,LC3-W3,Comment
0.12648,462.506149,430.805614,157.045635,0.056438,0,0,87.299917,86.631161,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,17.801408,24.867045,19.388912,17.485593,
0.1271,464.644689,434.258793,156.717418,0.350772,2.193114,0,87.444525,86.985397,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,17.813024,24.849422,19.359952,17.478302,
0.12772,467.770248,433.436608,156.520487,0.514292,3.079296,0,87.326209,86.775479,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,17.821736,24.84847,19.390114,17.49653,
0.12834,468.263757,431.298925,156.684596,0.318069,3.834192,0,87.142163,86.68364,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,17.820434,24.851518,19.36867,17.491604,
0.12896,465.796211,433.436608,156.651774,0.350772,4.031122,0,87.457671,86.788599,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,17.801408,24.85609,19.366165,17.484411,
0.12958,463.164161,434.258793,156.356379,0.187253,3.013653,0,87.418232,86.6574,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,-102307.4689,17.809619,24.851804,19.360654,17.478794,
0.1364,464.480186,434.094356,156.520487,0.187253,0,0,87.39194,86.460602,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.785587,24.868379,19.36376,17.46027,
0.13702,468.757266,431.463362,157.078457,0.383476,0,0,87.339356,86.447482,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.812123,24.864092,19.360654,17.458595,
0.13764,468.42826,431.792236,156.848705,0.219957,0,0,87.286771,86.591801,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.814926,24.860663,19.368169,17.482046,
0.13826,466.28972,435.57429,156.422022,0.121845,0,0,87.365648,86.73612,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.811522,24.870474,19.364361,17.49052,
0.13888,465.302701,431.134488,156.881526,0,0,0,87.247333,86.67052,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.808518,24.871046,19.37829,17.476528,
0.1395,463.65767,430.805614,156.94717,0.285365,0,0,87.326209,86.68364,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.824539,24.864378,19.39292,17.46293,
0.14012,466.125217,432.121111,156.586131,0,0,0,87.431379,86.67052,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.81723,24.910293,19.399533,17.497713,
0.14074,466.947732,433.436608,156.618953,0.252661,0,0,87.39194,86.762359,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.819533,24.875618,19.395625,17.475937,
0.14136,465.467204,430.476739,156.651774,0,0,0,87.339356,86.801719,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.807316,24.852185,19.386006,17.450416,
0.14198,463.164161,433.107733,156.290735,0.579699,0,0,87.483963,86.867318,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.813925,24.861044,19.36877,17.466083,
0.1488,461.848136,436.232039,156.159448,0.285365,0.913072,0,87.39194,86.499962,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.828044,24.875809,19.374783,17.473572,
0.14942,464.809192,430.312302,156.94717,0,1.241288,0,87.352502,86.539321,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.797703,24.865997,19.385905,17.451697,
0.15004,470.5668,432.121111,156.783061,0.187253,0.059712,0,87.273625,86.473722,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.800006,24.882953,19.343919,17.44145,
0.15066,467.934751,433.272171,156.651774,0,0,0,87.273625,86.473722,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.785186,24.873046,19.379192,17.426669,
0.15128,464.973695,435.903165,156.750239,0.448884,0.02689,0,87.39194,86.618041,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.801709,24.897147,19.384001,17.454555,
0.1519,462.670652,432.614422,156.520487,0.056438,0,0,87.431379,86.421243,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.81733,24.887526,19.356245,17.455146,
0.15252,468.263757,431.298925,156.422022,0.481588,0,0,87.457671,86.552441,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.843565,24.899624,19.375985,17.457905,
0.15314,464.480186,432.778859,156.815883,0.023734,0,0,87.260479,86.421243,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.837056,24.896575,19.375885,17.432483,
0.15376,466.947732,434.423231,156.848705,0.579699,0,0,87.378794,86.578681,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.806315,24.887049,19.36857,17.429724,
0.15438,466.125217,431.792236,156.225092,0,0,0,87.365648,86.552441,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,-102310.2593,17.803511,24.888097,19.371576,17.433665,
