X_Value,PT1-P0,PT2-P0,PT-P1,PT-P2,PT-W1,PT-W2,PT-PC,PT-F,TCp-P0,TCp-P1,TCp-P2,TCp-W1,TCp-W2,TCp-PC,LC4-W3,LC1-W3,LC2-W3,LC3-W3,Comment
0.06386,455.268013,426.201374,72.628272,0.023734,0,0,88.128124,87.287154,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.543462,23.448929,17.501751,16.537001,
0.06448,463.164161,425.379189,72.956488,0.448884,0,0,87.90464,87.274034,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.545264,23.429116,17.489726,16.532469,
0.0651,462.670652,427.187997,72.332877,0.056438,2.619794,0,87.996663,87.536432,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.540558,23.448548,17.49644,16.522714,
0.06572,462.999658,427.681308,72.79238,0.252661,2.357222,0,88.049247,87.588911,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.539056,23.464076,17.491229,16.540548,
0.06634,459.051584,425.214751,72.858023,0.056438,3.538798,0,87.838909,87.457713,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.543061,23.452835,17.51097,16.509017,
0.06696,457.900062,429.490117,72.562628,0.514292,3.144939,0,88.049247,87.510192,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.546766,23.470744,17.502051,16.556314,
0.06758,458.722578,426.530248,72.661093,0,4.359338,0,88.062394,87.431473,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.548268,23.444738,17.493935,16.553555,
0.0744,462.506149,426.201374,72.39852,0.285365,0,0,88.049247,87.103476,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.518228,23.439499,17.499246,16.540844,
0.07502,460.861118,425.8725,73.054953,0.187253,0,0,88.114978,87.155956,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.538455,23.430164,17.486119,16.542519,
0.07564,458.393572,428.667931,72.20159,0.187253,0,0,87.957224,87.142836,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.522333,23.439785,17.491029,16.529808,
0.07626,457.900062,429.983428,72.726737,0.154549,0,0,88.128124,87.287154,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.540357,23.437594,17.498344,16.506948,
0.07688,460.367609,424.557003,73.087775,0.383476,0,0,88.036101,87.313394,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.551072,23.441404,17.490227,16.531779,
0.0775,460.696615,427.516871,72.234412,0.187253,0,0,87.930932,87.221555,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.553475,23.439689,17.488724,16.514732,
0.07812,460.367609,427.187997,72.661093,0.056438,0,0,87.957224,87.326514,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.565792,23.457693,17.514377,16.564689,
0.07874,460.861118,426.201374,72.726737,0.089142,0,0,87.970371,87.339634,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.557781,23.440547,17.498444,16.536311,
0.07936,457.571056,424.392566,72.168769,0,0,0,87.865201,87.234675,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.556479,23.433307,17.509567,16.552767,
0.07998,458.393572,425.379189,72.365699,0.285365,0,0,87.957224,87.287154,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.528742,23.446834,17.487121,16.548628,
0.0868,459.051584,428.010183,72.332877,0,1.602325,0,87.957224,87.208435,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.566593,23.428735,17.490227,16.554639,
0.08742,461.190124,425.708063,73.054953,0.350772,1.405396,0,88.128124,87.260914,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,-102241.1368,17.525538,23.460742,17.491931,16.545574,
